DealNumber,CustomerName,DealershipName,Vehicle,Price,Date
7439,Storm William,Mythicgarcia Dealership LTDA,2406 Mercedes-Benz S-Class Cabriolet,"-44,308,258",3/22/2018
7440,Aroush Knapp,Maxwell & Junior,2404 Porsche 911 2dr Cpe GT3 RS,"-44,336,957",6/7/2018
7441,Anwar Hoffman,"Legowart Kingorty, Ltd.",2406 Jeep Grand Cherokee Trackhawk,"-44,365,656",5/11/2018
7442,Ronnie Griffiths,Cheruharrison Auto,2406 Nissan GT-R Premium,"-44,394,354",4/8/2018
7443,Storm William,Mythicgarcia Dealership LTDA,2407 Mercedes-Benz S-Class Cabriolet,"-44,423,053",3/22/2018
7444,Aroush Knapp,Maxwell & Junior,2405 Porsche 911 2dr Cpe GT3 RS,"-44,451,752",6/7/2018
7445,Anwar Hoffman,"Legowart Kingorty, Ltd.",2407 Jeep Grand Cherokee Trackhawk,"-44,480,451",5/11/2018
7446,Ronnie Griffiths,Cheruharrison Auto,2407 Nissan GT-R Premium,"-44,509,150",4/8/2018
7447,Storm William,Mythicgarcia Dealership LTDA,2408 Mercedes-Benz S-Class Cabriolet,"-44,537,849",3/22/2018
7448,Aroush Knapp,Maxwell & Junior,2406 Porsche 911 2dr Cpe GT3 RS,"-44,566,548",6/7/2018
7449,Anwar Hoffman,"Legowart Kingorty, Ltd.",2408 Jeep Grand Cherokee Trackhawk,"-44,595,247",5/11/2018
7450,Ronnie Griffiths,Cheruharrison Auto,2408 Nissan GT-R Premium,"-44,623,946",4/8/2018
7451,Storm William,Mythicgarcia Dealership LTDA,2409 Mercedes-Benz S-Class Cabriolet,"-44,652,645",3/22/2018
7452,Aroush Knapp,Maxwell & Junior,2407 Porsche 911 2dr Cpe GT3 RS,"-44,681,343",6/7/2018
7453,Anwar Hoffman,"Legowart Kingorty, Ltd.",2409 Jeep Grand Cherokee Trackhawk,"-44,710,042",5/11/2018
7454,Ronnie Griffiths,Cheruharrison Auto,2409 Nissan GT-R Premium,"-44,738,741",4/8/2018
7455,Storm William,Mythicgarcia Dealership LTDA,2410 Mercedes-Benz S-Class Cabriolet,"-44,767,440",3/22/2018
7456,Aroush Knapp,Maxwell & Junior,2408 Porsche 911 2dr Cpe GT3 RS,"-44,796,139",6/7/2018
7457,Anwar Hoffman,"Legowart Kingorty, Ltd.",2410 Jeep Grand Cherokee Trackhawk,"-44,824,838",5/11/2018
7458,Ronnie Griffiths,Cheruharrison Auto,2410 Nissan GT-R Premium,"-44,853,537",4/8/2018
7459,Storm William,Mythicgarcia Dealership LTDA,2411 Mercedes-Benz S-Class Cabriolet,"-44,882,236",3/22/2018
7460,Aroush Knapp,Maxwell & Junior,2409 Porsche 911 2dr Cpe GT3 RS,"-44,910,935",6/7/2018
7461,Anwar Hoffman,"Legowart Kingorty, Ltd.",2411 Jeep Grand Cherokee Trackhawk,"-44,939,634",5/11/2018
7462,Ronnie Griffiths,Cheruharrison Auto,2411 Nissan GT-R Premium,"-44,968,332",4/8/2018
7463,Storm William,Mythicgarcia Dealership LTDA,2412 Mercedes-Benz S-Class Cabriolet,"-44,997,031",3/22/2018
7464,Aroush Knapp,Maxwell & Junior,2410 Porsche 911 2dr Cpe GT3 RS,"-45,025,730",6/7/2018
7465,Anwar Hoffman,"Legowart Kingorty, Ltd.",2412 Jeep Grand Cherokee Trackhawk,"-45,054,429",5/11/2018
7466,Ronnie Griffiths,Cheruharrison Auto,2412 Nissan GT-R Premium,"-45,083,128",4/8/2018
7467,Storm William,Mythicgarcia Dealership LTDA,2413 Mercedes-Benz S-Class Cabriolet,"-45,111,827",3/22/2018
7468,Aroush Knapp,Maxwell & Junior,2411 Porsche 911 2dr Cpe GT3 RS,"-45,140,526",6/7/2018
7469,Anwar Hoffman,"Legowart Kingorty, Ltd.",2413 Jeep Grand Cherokee Trackhawk,"-45,169,225",5/11/2018
7470,Ronnie Griffiths,Cheruharrison Auto,2413 Nissan GT-R Premium,"-45,197,924",4/8/2018
7471,Storm William,Mythicgarcia Dealership LTDA,2414 Mercedes-Benz S-Class Cabriolet,"-45,226,623",3/22/2018
7472,Aroush Knapp,Maxwell & Junior,2412 Porsche 911 2dr Cpe GT3 RS,"-45,255,321",6/7/2018
7473,Anwar Hoffman,"Legowart Kingorty, Ltd.",2414 Jeep Grand Cherokee Trackhawk,"-45,284,020",5/11/2018
7474,Ronnie Griffiths,Cheruharrison Auto,2414 Nissan GT-R Premium,"-45,312,719",4/8/2018
7475,Storm William,Mythicgarcia Dealership LTDA,2415 Mercedes-Benz S-Class Cabriolet,"-45,341,418",3/22/2018
7476,Aroush Knapp,Maxwell & Junior,2413 Porsche 911 2dr Cpe GT3 RS,"-45,370,117",6/7/2018
7477,Anwar Hoffman,"Legowart Kingorty, Ltd.",2415 Jeep Grand Cherokee Trackhawk,"-45,398,816",5/11/2018
7478,Ronnie Griffiths,Cheruharrison Auto,2415 Nissan GT-R Premium,"-45,427,515",4/8/2018
7479,Storm William,Mythicgarcia Dealership LTDA,2416 Mercedes-Benz S-Class Cabriolet,"-45,456,214",3/22/2018
7480,Aroush Knapp,Maxwell & Junior,2414 Porsche 911 2dr Cpe GT3 RS,"-45,484,913",6/7/2018
7481,Anwar Hoffman,"Legowart Kingorty, Ltd.",2416 Jeep Grand Cherokee Trackhawk,"-45,513,612",5/11/2018
7482,Ronnie Griffiths,Cheruharrison Auto,2416 Nissan GT-R Premium,"-45,542,310",4/8/2018
7483,Storm William,Mythicgarcia Dealership LTDA,2417 Mercedes-Benz S-Class Cabriolet,"-45,571,009",3/22/2018
7484,Aroush Knapp,Maxwell & Junior,2415 Porsche 911 2dr Cpe GT3 RS,"-45,599,708",6/7/2018
7485,Anwar Hoffman,"Legowart Kingorty, Ltd.",2417 Jeep Grand Cherokee Trackhawk,"-45,628,407",5/11/2018
7486,Ronnie Griffiths,Cheruharrison Auto,2417 Nissan GT-R Premium,"-45,657,106",4/8/2018
7487,Storm William,Mythicgarcia Dealership LTDA,2418 Mercedes-Benz S-Class Cabriolet,"-45,685,805",3/22/2018
7488,Aroush Knapp,Maxwell & Junior,2416 Porsche 911 2dr Cpe GT3 RS,"-45,714,504",6/7/2018
7489,Anwar Hoffman,"Legowart Kingorty, Ltd.",2418 Jeep Grand Cherokee Trackhawk,"-45,743,203",5/11/2018
7490,Ronnie Griffiths,Cheruharrison Auto,2418 Nissan GT-R Premium,"-45,771,902",4/8/2018
7491,Storm William,Mythicgarcia Dealership LTDA,2419 Mercedes-Benz S-Class Cabriolet,"-45,800,601",3/22/2018
7492,Aroush Knapp,Maxwell & Junior,2417 Porsche 911 2dr Cpe GT3 RS,"-45,829,299",6/7/2018
7493,Anwar Hoffman,"Legowart Kingorty, Ltd.",2419 Jeep Grand Cherokee Trackhawk,"-45,857,998",5/11/2018
7494,Ronnie Griffiths,Cheruharrison Auto,2419 Nissan GT-R Premium,"-45,886,697",4/8/2018
7495,Storm William,Mythicgarcia Dealership LTDA,2420 Mercedes-Benz S-Class Cabriolet,"-45,915,396",3/22/2018
7496,Aroush Knapp,Maxwell & Junior,2418 Porsche 911 2dr Cpe GT3 RS,"-45,944,095",6/7/2018
7497,Anwar Hoffman,"Legowart Kingorty, Ltd.",2420 Jeep Grand Cherokee Trackhawk,"-45,972,794",5/11/2018
7498,Ronnie Griffiths,Cheruharrison Auto,2420 Nissan GT-R Premium,"-46,001,493",4/8/2018
7499,Storm William,Mythicgarcia Dealership LTDA,2421 Mercedes-Benz S-Class Cabriolet,"-46,030,192",3/22/2018
7500,Aroush Knapp,Maxwell & Junior,2419 Porsche 911 2dr Cpe GT3 RS,"-46,058,891",6/7/2018
7501,Anwar Hoffman,"Legowart Kingorty, Ltd.",2421 Jeep Grand Cherokee Trackhawk,"-46,087,590",5/11/2018
7502,Ronnie Griffiths,Cheruharrison Auto,2421 Nissan GT-R Premium,"-46,116,288",4/8/2018
7503,Storm William,Mythicgarcia Dealership LTDA,2422 Mercedes-Benz S-Class Cabriolet,"-46,144,987",3/22/2018
7504,Aroush Knapp,Maxwell & Junior,2420 Porsche 911 2dr Cpe GT3 RS,"-46,173,686",6/7/2018
7505,Anwar Hoffman,"Legowart Kingorty, Ltd.",2422 Jeep Grand Cherokee Trackhawk,"-46,202,385",5/11/2018
7506,Ronnie Griffiths,Cheruharrison Auto,2422 Nissan GT-R Premium,"-46,231,084",4/8/2018
7507,Storm William,Mythicgarcia Dealership LTDA,2423 Mercedes-Benz S-Class Cabriolet,"-46,259,783",3/22/2018
7508,Aroush Knapp,Maxwell & Junior,2421 Porsche 911 2dr Cpe GT3 RS,"-46,288,482",6/7/2018
7509,Anwar Hoffman,"Legowart Kingorty, Ltd.",2423 Jeep Grand Cherokee Trackhawk,"-46,317,181",5/11/2018
7510,Ronnie Griffiths,Cheruharrison Auto,2423 Nissan GT-R Premium,"-46,345,880",4/8/2018
7511,Storm William,Mythicgarcia Dealership LTDA,2424 Mercedes-Benz S-Class Cabriolet,"-46,374,579",3/22/2018
7512,Aroush Knapp,Maxwell & Junior,2422 Porsche 911 2dr Cpe GT3 RS,"-46,403,277",6/7/2018
7513,Anwar Hoffman,"Legowart Kingorty, Ltd.",2424 Jeep Grand Cherokee Trackhawk,"-46,431,976",5/11/2018
7514,Ronnie Griffiths,Cheruharrison Auto,2424 Nissan GT-R Premium,"-46,460,675",4/8/2018
7515,Storm William,Mythicgarcia Dealership LTDA,2425 Mercedes-Benz S-Class Cabriolet,"-46,489,374",3/22/2018
7516,Aroush Knapp,Maxwell & Junior,2423 Porsche 911 2dr Cpe GT3 RS,"-46,518,073",6/7/2018
7517,Anwar Hoffman,"Legowart Kingorty, Ltd.",2425 Jeep Grand Cherokee Trackhawk,"-46,546,772",5/11/2018
7518,Ronnie Griffiths,Cheruharrison Auto,2425 Nissan GT-R Premium,"-46,575,471",4/8/2018
7519,Storm William,Mythicgarcia Dealership LTDA,2426 Mercedes-Benz S-Class Cabriolet,"-46,604,170",3/22/2018
7520,Aroush Knapp,Maxwell & Junior,2424 Porsche 911 2dr Cpe GT3 RS,"-46,632,869",6/7/2018
7521,Anwar Hoffman,"Legowart Kingorty, Ltd.",2426 Jeep Grand Cherokee Trackhawk,"-46,661,568",5/11/2018
7522,Ronnie Griffiths,Cheruharrison Auto,2426 Nissan GT-R Premium,"-46,690,266",4/8/2018
7523,Storm William,Mythicgarcia Dealership LTDA,2427 Mercedes-Benz S-Class Cabriolet,"-46,718,965",3/22/2018
7524,Aroush Knapp,Maxwell & Junior,2425 Porsche 911 2dr Cpe GT3 RS,"-46,747,664",6/7/2018
7525,Anwar Hoffman,"Legowart Kingorty, Ltd.",2427 Jeep Grand Cherokee Trackhawk,"-46,776,363",5/11/2018
7526,Ronnie Griffiths,Cheruharrison Auto,2427 Nissan GT-R Premium,"-46,805,062",4/8/2018
7527,Storm William,Mythicgarcia Dealership LTDA,2428 Mercedes-Benz S-Class Cabriolet,"-46,833,761",3/22/2018
7528,Aroush Knapp,Maxwell & Junior,2426 Porsche 911 2dr Cpe GT3 RS,"-46,862,460",6/7/2018
7529,Anwar Hoffman,"Legowart Kingorty, Ltd.",2428 Jeep Grand Cherokee Trackhawk,"-46,891,159",5/11/2018
7530,Ronnie Griffiths,Cheruharrison Auto,2428 Nissan GT-R Premium,"-46,919,858",4/8/2018
7531,Storm William,Mythicgarcia Dealership LTDA,2429 Mercedes-Benz S-Class Cabriolet,"-46,948,557",3/22/2018
7532,Aroush Knapp,Maxwell & Junior,2427 Porsche 911 2dr Cpe GT3 RS,"-46,977,255",6/7/2018
7533,Anwar Hoffman,"Legowart Kingorty, Ltd.",2429 Jeep Grand Cherokee Trackhawk,"-47,005,954",5/11/2018
7534,Ronnie Griffiths,Cheruharrison Auto,2429 Nissan GT-R Premium,"-47,034,653",4/8/2018
7535,Storm William,Mythicgarcia Dealership LTDA,2430 Mercedes-Benz S-Class Cabriolet,"-47,063,352",3/22/2018
7536,Aroush Knapp,Maxwell & Junior,2428 Porsche 911 2dr Cpe GT3 RS,"-47,092,051",6/7/2018
7537,Anwar Hoffman,"Legowart Kingorty, Ltd.",2430 Jeep Grand Cherokee Trackhawk,"-47,120,750",5/11/2018
7538,Ronnie Griffiths,Cheruharrison Auto,2430 Nissan GT-R Premium,"-47,149,449",4/8/2018
7539,Storm William,Mythicgarcia Dealership LTDA,2431 Mercedes-Benz S-Class Cabriolet,"-47,178,148",3/22/2018
7540,Aroush Knapp,Maxwell & Junior,2429 Porsche 911 2dr Cpe GT3 RS,"-47,206,847",6/7/2018
7541,Anwar Hoffman,"Legowart Kingorty, Ltd.",2431 Jeep Grand Cherokee Trackhawk,"-47,235,546",5/11/2018
7542,Ronnie Griffiths,Cheruharrison Auto,2431 Nissan GT-R Premium,"-47,264,244",4/8/2018
7543,Storm William,Mythicgarcia Dealership LTDA,2432 Mercedes-Benz S-Class Cabriolet,"-47,292,943",3/22/2018
7544,Aroush Knapp,Maxwell & Junior,2430 Porsche 911 2dr Cpe GT3 RS,"-47,321,642",6/7/2018
7545,Anwar Hoffman,"Legowart Kingorty, Ltd.",2432 Jeep Grand Cherokee Trackhawk,"-47,350,341",5/11/2018
7546,Ronnie Griffiths,Cheruharrison Auto,2432 Nissan GT-R Premium,"-47,379,040",4/8/2018
7547,Storm William,Mythicgarcia Dealership LTDA,2433 Mercedes-Benz S-Class Cabriolet,"-47,407,739",3/22/2018
7548,Aroush Knapp,Maxwell & Junior,2431 Porsche 911 2dr Cpe GT3 RS,"-47,436,438",6/7/2018
7549,Anwar Hoffman,"Legowart Kingorty, Ltd.",2433 Jeep Grand Cherokee Trackhawk,"-47,465,137",5/11/2018
7550,Ronnie Griffiths,Cheruharrison Auto,2433 Nissan GT-R Premium,"-47,493,836",4/8/2018
7551,Storm William,Mythicgarcia Dealership LTDA,2434 Mercedes-Benz S-Class Cabriolet,"-47,522,535",3/22/2018
7552,Aroush Knapp,Maxwell & Junior,2432 Porsche 911 2dr Cpe GT3 RS,"-47,551,233",6/7/2018
7553,Anwar Hoffman,"Legowart Kingorty, Ltd.",2434 Jeep Grand Cherokee Trackhawk,"-47,579,932",5/11/2018
7554,Ronnie Griffiths,Cheruharrison Auto,2434 Nissan GT-R Premium,"-47,608,631",4/8/2018
7555,Storm William,Mythicgarcia Dealership LTDA,2435 Mercedes-Benz S-Class Cabriolet,"-47,637,330",3/22/2018
7556,Aroush Knapp,Maxwell & Junior,2433 Porsche 911 2dr Cpe GT3 RS,"-47,666,029",6/7/2018
7557,Anwar Hoffman,"Legowart Kingorty, Ltd.",2435 Jeep Grand Cherokee Trackhawk,"-47,694,728",5/11/2018
7558,Ronnie Griffiths,Cheruharrison Auto,2435 Nissan GT-R Premium,"-47,723,427",4/8/2018
7559,Storm William,Mythicgarcia Dealership LTDA,2436 Mercedes-Benz S-Class Cabriolet,"-47,752,126",3/22/2018
7560,Aroush Knapp,Maxwell & Junior,2434 Porsche 911 2dr Cpe GT3 RS,"-47,780,825",6/7/2018
7561,Anwar Hoffman,"Legowart Kingorty, Ltd.",2436 Jeep Grand Cherokee Trackhawk,"-47,809,524",5/11/2018
7562,Ronnie Griffiths,Cheruharrison Auto,2436 Nissan GT-R Premium,"-47,838,222",4/8/2018
7563,Storm William,Mythicgarcia Dealership LTDA,2437 Mercedes-Benz S-Class Cabriolet,"-47,866,921",3/22/2018
7564,Aroush Knapp,Maxwell & Junior,2435 Porsche 911 2dr Cpe GT3 RS,"-47,895,620",6/7/2018
7565,Anwar Hoffman,"Legowart Kingorty, Ltd.",2437 Jeep Grand Cherokee Trackhawk,"-47,924,319",5/11/2018
7566,Ronnie Griffiths,Cheruharrison Auto,2437 Nissan GT-R Premium,"-47,953,018",4/8/2018
7567,Storm William,Mythicgarcia Dealership LTDA,2438 Mercedes-Benz S-Class Cabriolet,"-47,981,717",3/22/2018
7568,Aroush Knapp,Maxwell & Junior,2436 Porsche 911 2dr Cpe GT3 RS,"-48,010,416",6/7/2018
7569,Anwar Hoffman,"Legowart Kingorty, Ltd.",2438 Jeep Grand Cherokee Trackhawk,"-48,039,115",5/11/2018
7570,Ronnie Griffiths,Cheruharrison Auto,2438 Nissan GT-R Premium,"-48,067,814",4/8/2018
7571,Storm William,Mythicgarcia Dealership LTDA,2439 Mercedes-Benz S-Class Cabriolet,"-48,096,513",3/22/2018
7572,Aroush Knapp,Maxwell & Junior,2437 Porsche 911 2dr Cpe GT3 RS,"-48,125,211",6/7/2018
7573,Anwar Hoffman,"Legowart Kingorty, Ltd.",2439 Jeep Grand Cherokee Trackhawk,"-48,153,910",5/11/2018
7574,Ronnie Griffiths,Cheruharrison Auto,2439 Nissan GT-R Premium,"-48,182,609",4/8/2018
7575,Storm William,Mythicgarcia Dealership LTDA,2440 Mercedes-Benz S-Class Cabriolet,"-48,211,308",3/22/2018
7576,Aroush Knapp,Maxwell & Junior,2438 Porsche 911 2dr Cpe GT3 RS,"-48,240,007",6/7/2018
7577,Anwar Hoffman,"Legowart Kingorty, Ltd.",2440 Jeep Grand Cherokee Trackhawk,"-48,268,706",5/11/2018
7578,Ronnie Griffiths,Cheruharrison Auto,2440 Nissan GT-R Premium,"-48,297,405",4/8/2018
7579,Storm William,Mythicgarcia Dealership LTDA,2441 Mercedes-Benz S-Class Cabriolet,"-48,326,104",3/22/2018
7580,Aroush Knapp,Maxwell & Junior,2439 Porsche 911 2dr Cpe GT3 RS,"-48,354,803",6/7/2018
7581,Anwar Hoffman,"Legowart Kingorty, Ltd.",2441 Jeep Grand Cherokee Trackhawk,"-48,383,502",5/11/2018
7582,Ronnie Griffiths,Cheruharrison Auto,2441 Nissan GT-R Premium,"-48,412,200",4/8/2018
7583,Storm William,Mythicgarcia Dealership LTDA,2442 Mercedes-Benz S-Class Cabriolet,"-48,440,899",3/22/2018
7584,Aroush Knapp,Maxwell & Junior,2440 Porsche 911 2dr Cpe GT3 RS,"-48,469,598",6/7/2018
7585,Anwar Hoffman,"Legowart Kingorty, Ltd.",2442 Jeep Grand Cherokee Trackhawk,"-48,498,297",5/11/2018
7586,Ronnie Griffiths,Cheruharrison Auto,2442 Nissan GT-R Premium,"-48,526,996",4/8/2018
7587,Storm William,Mythicgarcia Dealership LTDA,2443 Mercedes-Benz S-Class Cabriolet,"-48,555,695",3/22/2018
7588,Aroush Knapp,Maxwell & Junior,2441 Porsche 911 2dr Cpe GT3 RS,"-48,584,394",6/7/2018
7589,Anwar Hoffman,"Legowart Kingorty, Ltd.",2443 Jeep Grand Cherokee Trackhawk,"-48,613,093",5/11/2018
7590,Ronnie Griffiths,Cheruharrison Auto,2443 Nissan GT-R Premium,"-48,641,792",4/8/2018
7591,Storm William,Mythicgarcia Dealership LTDA,2444 Mercedes-Benz S-Class Cabriolet,"-48,670,491",3/22/2018
7592,Aroush Knapp,Maxwell & Junior,2442 Porsche 911 2dr Cpe GT3 RS,"-48,699,189",6/7/2018
7593,Anwar Hoffman,"Legowart Kingorty, Ltd.",2444 Jeep Grand Cherokee Trackhawk,"-48,727,888",5/11/2018
7594,Ronnie Griffiths,Cheruharrison Auto,2444 Nissan GT-R Premium,"-48,756,587",4/8/2018
7595,Storm William,Mythicgarcia Dealership LTDA,2445 Mercedes-Benz S-Class Cabriolet,"-48,785,286",3/22/2018
7596,Aroush Knapp,Maxwell & Junior,2443 Porsche 911 2dr Cpe GT3 RS,"-48,813,985",6/7/2018
7597,Anwar Hoffman,"Legowart Kingorty, Ltd.",2445 Jeep Grand Cherokee Trackhawk,"-48,842,684",5/11/2018
7598,Ronnie Griffiths,Cheruharrison Auto,2445 Nissan GT-R Premium,"-48,871,383",4/8/2018
7599,Storm William,Mythicgarcia Dealership LTDA,2446 Mercedes-Benz S-Class Cabriolet,"-48,900,082",3/22/2018
7600,Aroush Knapp,Maxwell & Junior,2444 Porsche 911 2dr Cpe GT3 RS,"-48,928,781",6/7/2018
7601,Anwar Hoffman,"Legowart Kingorty, Ltd.",2446 Jeep Grand Cherokee Trackhawk,"-48,957,480",5/11/2018
7602,Ronnie Griffiths,Cheruharrison Auto,2446 Nissan GT-R Premium,"-48,986,178",4/8/2018
7603,Storm William,Mythicgarcia Dealership LTDA,2447 Mercedes-Benz S-Class Cabriolet,"-49,014,877",3/22/2018
7604,Aroush Knapp,Maxwell & Junior,2445 Porsche 911 2dr Cpe GT3 RS,"-49,043,576",6/7/2018
7605,Anwar Hoffman,"Legowart Kingorty, Ltd.",2447 Jeep Grand Cherokee Trackhawk,"-49,072,275",5/11/2018
7606,Ronnie Griffiths,Cheruharrison Auto,2447 Nissan GT-R Premium,"-49,100,974",4/8/2018
7607,Storm William,Mythicgarcia Dealership LTDA,2448 Mercedes-Benz S-Class Cabriolet,"-49,129,673",3/22/2018
7608,Aroush Knapp,Maxwell & Junior,2446 Porsche 911 2dr Cpe GT3 RS,"-49,158,372",6/7/2018
7609,Anwar Hoffman,"Legowart Kingorty, Ltd.",2448 Jeep Grand Cherokee Trackhawk,"-49,187,071",5/11/2018
7610,Ronnie Griffiths,Cheruharrison Auto,2448 Nissan GT-R Premium,"-49,215,770",4/8/2018
7611,Storm William,Mythicgarcia Dealership LTDA,2449 Mercedes-Benz S-Class Cabriolet,"-49,244,469",3/22/2018
7612,Aroush Knapp,Maxwell & Junior,2447 Porsche 911 2dr Cpe GT3 RS,"-49,273,167",6/7/2018
7613,Anwar Hoffman,"Legowart Kingorty, Ltd.",2449 Jeep Grand Cherokee Trackhawk,"-49,301,866",5/11/2018
7614,Ronnie Griffiths,Cheruharrison Auto,2449 Nissan GT-R Premium,"-49,330,565",4/8/2018
7615,Storm William,Mythicgarcia Dealership LTDA,2450 Mercedes-Benz S-Class Cabriolet,"-49,359,264",3/22/2018
7616,Aroush Knapp,Maxwell & Junior,2448 Porsche 911 2dr Cpe GT3 RS,"-49,387,963",6/7/2018
7617,Anwar Hoffman,"Legowart Kingorty, Ltd.",2450 Jeep Grand Cherokee Trackhawk,"-49,416,662",5/11/2018
7618,Ronnie Griffiths,Cheruharrison Auto,2450 Nissan GT-R Premium,"-49,445,361",4/8/2018
7619,Storm William,Mythicgarcia Dealership LTDA,2451 Mercedes-Benz S-Class Cabriolet,"-49,474,060",3/22/2018
7620,Aroush Knapp,Maxwell & Junior,2449 Porsche 911 2dr Cpe GT3 RS,"-49,502,759",6/7/2018
7621,Anwar Hoffman,"Legowart Kingorty, Ltd.",2451 Jeep Grand Cherokee Trackhawk,"-49,531,458",5/11/2018
7622,Ronnie Griffiths,Cheruharrison Auto,2451 Nissan GT-R Premium,"-49,560,156",4/8/2018
7623,Storm William,Mythicgarcia Dealership LTDA,2452 Mercedes-Benz S-Class Cabriolet,"-49,588,855",3/22/2018
7624,Aroush Knapp,Maxwell & Junior,2450 Porsche 911 2dr Cpe GT3 RS,"-49,617,554",6/7/2018
7625,Anwar Hoffman,"Legowart Kingorty, Ltd.",2452 Jeep Grand Cherokee Trackhawk,"-49,646,253",5/11/2018
7626,Ronnie Griffiths,Cheruharrison Auto,2452 Nissan GT-R Premium,"-49,674,952",4/8/2018
7627,Storm William,Mythicgarcia Dealership LTDA,2453 Mercedes-Benz S-Class Cabriolet,"-49,703,651",3/22/2018
7628,Aroush Knapp,Maxwell & Junior,2451 Porsche 911 2dr Cpe GT3 RS,"-49,732,350",6/7/2018
7629,Anwar Hoffman,"Legowart Kingorty, Ltd.",2453 Jeep Grand Cherokee Trackhawk,"-49,761,049",5/11/2018
7630,Ronnie Griffiths,Cheruharrison Auto,2453 Nissan GT-R Premium,"-49,789,748",4/8/2018
7631,Storm William,Mythicgarcia Dealership LTDA,2454 Mercedes-Benz S-Class Cabriolet,"-49,818,447",3/22/2018
7632,Aroush Knapp,Maxwell & Junior,2452 Porsche 911 2dr Cpe GT3 RS,"-49,847,145",6/7/2018
7633,Anwar Hoffman,"Legowart Kingorty, Ltd.",2454 Jeep Grand Cherokee Trackhawk,"-49,875,844",5/11/2018
7634,Ronnie Griffiths,Cheruharrison Auto,2454 Nissan GT-R Premium,"-49,904,543",4/8/2018
7635,Storm William,Mythicgarcia Dealership LTDA,2455 Mercedes-Benz S-Class Cabriolet,"-49,933,242",3/22/2018
7636,Aroush Knapp,Maxwell & Junior,2453 Porsche 911 2dr Cpe GT3 RS,"-49,961,941",6/7/2018
7637,Anwar Hoffman,"Legowart Kingorty, Ltd.",2455 Jeep Grand Cherokee Trackhawk,"-49,990,640",5/11/2018
7638,Ronnie Griffiths,Cheruharrison Auto,2455 Nissan GT-R Premium,"-50,019,339",4/8/2018
7639,Storm William,Mythicgarcia Dealership LTDA,2456 Mercedes-Benz S-Class Cabriolet,"-50,048,038",3/22/2018
7640,Aroush Knapp,Maxwell & Junior,2454 Porsche 911 2dr Cpe GT3 RS,"-50,076,737",6/7/2018
7641,Anwar Hoffman,"Legowart Kingorty, Ltd.",2456 Jeep Grand Cherokee Trackhawk,"-50,105,436",5/11/2018
7642,Ronnie Griffiths,Cheruharrison Auto,2456 Nissan GT-R Premium,"-50,134,134",4/8/2018
7643,Storm William,Mythicgarcia Dealership LTDA,2457 Mercedes-Benz S-Class Cabriolet,"-50,162,833",3/22/2018
7644,Aroush Knapp,Maxwell & Junior,2455 Porsche 911 2dr Cpe GT3 RS,"-50,191,532",6/7/2018
7645,Anwar Hoffman,"Legowart Kingorty, Ltd.",2457 Jeep Grand Cherokee Trackhawk,"-50,220,231",5/11/2018
7646,Ronnie Griffiths,Cheruharrison Auto,2457 Nissan GT-R Premium,"-50,248,930",4/8/2018
7647,Storm William,Mythicgarcia Dealership LTDA,2458 Mercedes-Benz S-Class Cabriolet,"-50,277,629",3/22/2018
7648,Aroush Knapp,Maxwell & Junior,2456 Porsche 911 2dr Cpe GT3 RS,"-50,306,328",6/7/2018
7649,Anwar Hoffman,"Legowart Kingorty, Ltd.",2458 Jeep Grand Cherokee Trackhawk,"-50,335,027",5/11/2018
7650,Ronnie Griffiths,Cheruharrison Auto,2458 Nissan GT-R Premium,"-50,363,726",4/8/2018
7651,Storm William,Mythicgarcia Dealership LTDA,2459 Mercedes-Benz S-Class Cabriolet,"-50,392,425",3/22/2018
7652,Aroush Knapp,Maxwell & Junior,2457 Porsche 911 2dr Cpe GT3 RS,"-50,421,123",6/7/2018
7653,Anwar Hoffman,"Legowart Kingorty, Ltd.",2459 Jeep Grand Cherokee Trackhawk,"-50,449,822",5/11/2018
7654,Ronnie Griffiths,Cheruharrison Auto,2459 Nissan GT-R Premium,"-50,478,521",4/8/2018
7655,Storm William,Mythicgarcia Dealership LTDA,2460 Mercedes-Benz S-Class Cabriolet,"-50,507,220",3/22/2018
7656,Aroush Knapp,Maxwell & Junior,2458 Porsche 911 2dr Cpe GT3 RS,"-50,535,919",6/7/2018
7657,Anwar Hoffman,"Legowart Kingorty, Ltd.",2460 Jeep Grand Cherokee Trackhawk,"-50,564,618",5/11/2018
7658,Ronnie Griffiths,Cheruharrison Auto,2460 Nissan GT-R Premium,"-50,593,317",4/8/2018
7659,Storm William,Mythicgarcia Dealership LTDA,2461 Mercedes-Benz S-Class Cabriolet,"-50,622,016",3/22/2018
7660,Aroush Knapp,Maxwell & Junior,2459 Porsche 911 2dr Cpe GT3 RS,"-50,650,715",6/7/2018
7661,Anwar Hoffman,"Legowart Kingorty, Ltd.",2461 Jeep Grand Cherokee Trackhawk,"-50,679,414",5/11/2018
7662,Ronnie Griffiths,Cheruharrison Auto,2461 Nissan GT-R Premium,"-50,708,112",4/8/2018
7663,Storm William,Mythicgarcia Dealership LTDA,2462 Mercedes-Benz S-Class Cabriolet,"-50,736,811",3/22/2018
7664,Aroush Knapp,Maxwell & Junior,2460 Porsche 911 2dr Cpe GT3 RS,"-50,765,510",6/7/2018
7665,Anwar Hoffman,"Legowart Kingorty, Ltd.",2462 Jeep Grand Cherokee Trackhawk,"-50,794,209",5/11/2018
